Unnamed: 0,Year,Home_goals,Away_goals,Home Team,Away Team,Home Team ISO,Away Team ISO,Home_result,Population_Home,Population_Away
396,1986,3,4,soviet union,belgium,SUN,BEL,L,,9861823.0
397,1986,2,0,mexico,bulgaria,MEX,BGR,W,76224365.0,8958171.0
398,1986,1,0,argentina,uruguay,ARG,URY,W,30748326.0,3041205.0
399,1986,4,0,brazil,poland,BRA,POL,W,139643355.0,37456119.0
400,1986,0,2,italy,france,ITA,FRA,L,56596155.0,56865193.0
401,1986,0,1,morocco,germany fr,MAR,DEU,L,22824446.0,77720436.0
402,1986,3,0,england,paraguay,ENG,PRY,W,,3636027.0
403,1986,1,5,denmark,spain,DNK,ESP,L,5120534.0,38584624.0
404,1986,1,1,brazil,france,BRA,FRA,D,139643355.0,56865193.0
405,1986,0,0,germany fr,mexico,DEU,MEX,D,77720436.0,76224365.0
406,1986,1,1,spain,belgium,ESP,BEL,D,38584624.0,9861823.0
407,1986,2,1,argentina,england,ARG,ENG,W,30748326.0,
408,1986,0,2,france,germany fr,FRA,DEU,L,56865193.0,77720436.0
409,1986,2,0,argentina,belgium,ARG,BEL,W,30748326.0,9861823.0
410,1986,4,2,france,belgium,FRA,BEL,W,56865193.0,9861823.0
411,1986,3,2,argentina,germany fr,ARG,DEU,W,30748326.0,77720436.0
412,1990,0,1,argentina,cameroon,ARG,CMR,L,32637657.0,11430520.0
413,1990,0,2,soviet union,romania,SUN,ROU,L,,23201835.0
414,1990,0,2,"rn"">united arab emirates",colombia,ARE,COL,L,1900151.0,32601393.0
415,1990,1,0,italy,austria,ITA,AUT,W,56719240.0,7677850.0
416,1990,1,5,usa,czechoslovakia,USA,CZE,L,249623000.0,10333355.0
417,1990,2,1,brazil,sweden,BRA,SWE,W,150706446.0,8558835.0
418,1990,4,1,germany fr,yugoslavia,DEU,YUG,W,79433029.0,
419,1990,1,0,costa rica,scotland,CRI,SCT,W,3158253.0,
420,1990,1,1,england,"rn"">republic of ireland",ENG,IRL,D,,3513974.0
421,1990,2,0,belgium,korea republic,BEL,KOR,W,9967379.0,42869283.0
422,1990,1,1,netherlands,egypt,NLD,EGY,D,14951510.0,57214630.0
423,1990,0,0,uruguay,spain,URY,ESP,D,3117012.0,38867322.0
424,1990,2,0,argentina,soviet union,ARG,SUN,W,32637657.0,
425,1990,2,1,cameroon,romania,CMR,ROU,W,11430520.0,23201835.0
426,1990,1,0,yugoslavia,colombia,YUG,COL,W,,32601393.0
427,1990,1,0,italy,usa,ITA,USA,W,56719240.0,249623000.0
428,1990,0,1,austria,czechoslovakia,AUT,CZE,L,7677850.0,10333355.0
429,1990,5,1,germany fr,"rn"">united arab emirates",DEU,ARE,W,79433029.0,1900151.0
430,1990,1,0,brazil,costa rica,BRA,CRI,W,150706446.0,3158253.0
431,1990,1,2,sweden,scotland,SWE,SCT,L,8558835.0,
432,1990,0,0,england,netherlands,ENG,NLD,D,,14951510.0
433,1990,0,0,"rn"">republic of ireland",egypt,IRL,EGY,D,3513974.0,57214630.0
434,1990,1,3,korea republic,spain,KOR,ESP,L,42869283.0,38867322.0
435,1990,3,1,belgium,uruguay,BEL,URY,W,9967379.0,3117012.0
436,1990,1,1,argentina,romania,ARG,ROU,D,32637657.0,23201835.0
437,1990,0,4,cameroon,soviet union,CMR,SUN,L,11430520.0,
438,1990,1,1,germany fr,colombia,DEU,COL,D,79433029.0,32601393.0
439,1990,4,1,yugoslavia,"rn"">united arab emirates",YUG,ARE,W,,1900151.0
440,1990,2,0,italy,czechoslovakia,ITA,CZE,W,56719240.0,10333355.0
441,1990,2,1,austria,usa,AUT,USA,W,7677850.0,249623000.0
442,1990,1,0,brazil,scotland,BRA,SCT,W,150706446.0,
443,1990,1,2,sweden,costa rica,SWE,CRI,L,8558835.0,3158253.0
444,1990,0,1,korea republic,uruguay,KOR,URY,L,42869283.0,3117012.0
445,1990,1,2,belgium,spain,BEL,ESP,L,9967379.0,38867322.0
446,1990,1,1,"rn"">republic of ireland",netherlands,IRL,NLD,D,3513974.0,14951510.0
447,1990,1,0,england,egypt,ENG,EGY,W,,57214630.0
448,1990,2,1,cameroon,colombia,CMR,COL,W,11430520.0,32601393.0
449,1990,4,1,czechoslovakia,costa rica,CZE,CRI,W,10333355.0,3158253.0
450,1990,0,1,brazil,argentina,BRA,ARG,L,150706446.0,32637657.0
451,1990,2,1,germany fr,netherlands,DEU,NLD,W,79433029.0,14951510.0
452,1990,0,0,"rn"">republic of ireland",romania,IRL,ROU,D,3513974.0,23201835.0
453,1990,2,0,italy,uruguay,ITA,URY,W,56719240.0,3117012.0
454,1990,1,2,spain,yugoslavia,ESP,YUG,L,38867322.0,
455,1990,1,0,england,belgium,ENG,BEL,W,,9967379.0
456,1990,0,0,yugoslavia,argentina,YUG,ARG,D,,32637657.0
457,1990,1,0,italy,"rn"">republic of ireland",ITA,IRL,W,56719240.0,3513974.0
458,1990,1,0,germany fr,czechoslovakia,DEU,CZE,W,79433029.0,10333355.0
459,1990,3,2,england,cameroon,ENG,CMR,W,,11430520.0
460,1990,1,1,italy,argentina,ITA,ARG,D,56719240.0,32637657.0
461,1990,1,1,germany fr,england,DEU,ENG,D,79433029.0,
462,1990,2,1,italy,england,ITA,ENG,W,56719240.0,
463,1990,1,0,germany fr,argentina,DEU,ARG,W,79433029.0,32637657.0
464,1994,2,2,spain,korea republic,ESP,KOR,D,39549108.0,44641540.0
465,1994,1,0,germany,bolivia,DEU,BOL,W,81438348.0,7693722.0
466,1994,1,1,usa,switzerland,USA,CHE,D,263126000.0,6993795.0
467,1994,0,1,italy,"rn"">republic of ireland",ITA,IRL,L,56843400.0,3590386.0
468,1994,1,3,colombia,romania,COL,ROU,L,35295461.0,22730211.0
469,1994,1,0,belgium,morocco,BEL,MAR,W,10115603.0,26201551.0
470,1994,1,0,norway,mexico,NOR,MEX,W,4336613.0,88314424.0
471,1994,2,2,cameroon,sweden,CMR,SWE,D,12848862.0,8780745.0
472,1994,2,1,netherlands,saudi arabia,NLD,SAU,W,15382838.0,18367528.0
473,1994,2,0,brazil,russia,BRA,RUS,W,160980472.0,148407912.0
474,1994,4,0,argentina,greece,ARG,GRC,W,34488696.0,10512922.0
475,1994,3,0,nigeria,bulgaria,NGA,BGR,W,105456121.0,8443591.0
476,1994,1,1,germany,spain,DEU,ESP,D,81438348.0,39549108.0
477,1994,1,4,romania,switzerland,ROU,CHE,L,22730211.0,6993795.0
478,1994,2,1,usa,colombia,USA,COL,W,263126000.0,35295461.0
479,1994,1,0,italy,norway,ITA,NOR,W,56843400.0,4336613.0
480,1994,0,0,korea republic,bolivia,KOR,BOL,D,44641540.0,7693722.0
481,1994,2,1,mexico,"rn"">republic of ireland",MEX,IRL,W,88314424.0,3590386.0
482,1994,3,1,sweden,russia,SWE,RUS,W,8780745.0,148407912.0
483,1994,3,0,brazil,cameroon,BRA,CMR,W,160980472.0,12848862.0
484,1994,1,0,belgium,netherlands,BEL,NLD,W,10115603.0,15382838.0
485,1994,2,1,saudi arabia,morocco,SAU,MAR,W,18367528.0,26201551.0
486,1994,2,1,argentina,nigeria,ARG,NGA,W,34488696.0,105456121.0
487,1994,4,0,bulgaria,greece,BGR,GRC,W,8443591.0,10512922.0
488,1994,0,1,usa,romania,USA,ROU,L,263126000.0,22730211.0
489,1994,0,2,switzerland,colombia,CHE,COL,L,6993795.0,35295461.0
490,1994,3,2,germany,korea republic,DEU,KOR,W,81438348.0,44641540.0
491,1994,1,3,bolivia,spain,BOL,ESP,L,7693722.0,39549108.0
492,1994,0,0,"rn"">republic of ireland",norway,IRL,NOR,D,3590386.0,4336613.0
493,1994,1,1,brazil,sweden,BRA,SWE,D,160980472.0,8780745.0
494,1994,1,1,italy,mexico,ITA,MEX,D,56843400.0,88314424.0
495,1994,6,1,russia,cameroon,RUS,CMR,W,148407912.0,12848862.0
496,1994,1,2,morocco,netherlands,MAR,NLD,L,26201551.0,15382838.0
497,1994,0,1,belgium,saudi arabia,BEL,SAU,L,10115603.0,18367528.0
498,1994,0,2,greece,nigeria,GRC,NGA,L,10512922.0,105456121.0
499,1994,0,2,argentina,bulgaria,ARG,BGR,L,34488696.0,8443591.0
500,1994,3,2,germany,belgium,DEU,BEL,W,81438348.0,10115603.0
501,1994,3,0,spain,switzerland,ESP,CHE,W,39549108.0,6993795.0
502,1994,1,3,saudi arabia,sweden,SAU,SWE,L,18367528.0,8780745.0
503,1994,3,2,romania,argentina,ROU,ARG,W,22730211.0,34488696.0
504,1994,2,0,netherlands,"rn"">republic of ireland",NLD,IRL,W,15382838.0,3590386.0
505,1994,1,0,brazil,usa,BRA,USA,W,160980472.0,263126000.0
506,1994,1,2,nigeria,italy,NGA,ITA,L,105456121.0,56843400.0
507,1994,1,1,mexico,bulgaria,MEX,BGR,D,88314424.0,8443591.0
508,1994,2,1,italy,spain,ITA,ESP,W,56843400.0,39549108.0
509,1994,2,3,netherlands,brazil,NLD,BRA,L,15382838.0,160980472.0
510,1994,2,1,bulgaria,germany,BGR,DEU,W,8443591.0,81438348.0
511,1994,2,2,romania,sweden,ROU,SWE,D,22730211.0,8780745.0
512,1994,1,2,bulgaria,italy,BGR,ITA,L,8443591.0,56843400.0
513,1994,0,1,sweden,brazil,SWE,BRA,L,8780745.0,160980472.0
514,1994,4,0,sweden,bulgaria,SWE,BGR,W,8780745.0,8443591.0
515,1994,0,0,brazil,italy,BRA,ITA,D,160980472.0,56843400.0
516,1998,2,1,brazil,scotland,BRA,SCT,W,171039804.0,
517,1998,2,2,morocco,norway,MAR,NOR,D,27791825.0,4431464.0
518,1998,2,2,italy,chile,ITA,CHL,D,56906744.0,14996742.0
519,1998,1,1,cameroon,austria,CMR,AUT,D,14314599.0,7976789.0
520,1998,0,0,paraguay,bulgaria,PRY,BGR,D,4923449.0,8256786.0
521,1998,0,1,saudi arabia,denmark,SAU,DNK,L,20472580.0,5304219.0
522,1998,3,0,france,south africa,FRA,ZAF,W,60192790.0,45852166.0
523,1998,2,3,spain,nigeria,ESP,NGA,L,40223509.0,116690527.0
524,1998,1,3,korea republic,mexico,KOR,MEX,L,46286503.0,94767284.0
525,1998,0,0,netherlands,belgium,NLD,BEL,D,15707209.0,10203008.0
526,1998,1,0,argentina,japan,ARG,JPN,W,36233195.0,126400000.0
527,1998,1,0,yugoslavia,iran,YUG,IRN,W,,63461421.0
528,1998,1,3,jamaica,croatia,JAM,HRV,L,2576567.0,4532135.0
529,1998,2,0,england,tunisia,ENG,TUN,W,,9677148.0
530,1998,1,0,romania,colombia,ROU,COL,W,22507344.0,37944414.0
531,1998,2,0,germany,usa,DEU,USA,W,82047195.0,275854000.0
532,1998,1,1,scotland,norway,SCT,NOR,D,,4431464.0
533,1998,3,0,brazil,morocco,BRA,MAR,W,171039804.0,27791825.0
534,1998,1,1,chile,austria,CHL,AUT,D,14996742.0,7976789.0
535,1998,3,0,italy,cameroon,ITA,CMR,W,56906744.0,14314599.0
536,1998,1,1,south africa,denmark,ZAF,DNK,D,45852166.0,5304219.0
537,1998,4,0,france,saudi arabia,FRA,SAU,W,60192790.0,20472580.0
538,1998,1,0,nigeria,bulgaria,NGA,BGR,W,116690527.0,8256786.0
539,1998,0,0,spain,paraguay,ESP,PRY,D,40223509.0,4923449.0
540,1998,0,1,japan,croatia,JPN,HRV,L,126400000.0,4532135.0
541,1998,2,2,belgium,mexico,BEL,MEX,D,10203008.0,94767284.0
542,1998,5,0,netherlands,korea republic,NLD,KOR,W,15707209.0,46286503.0
543,1998,2,2,germany,yugoslavia,DEU,YUG,D,82047195.0,
544,1998,5,0,argentina,jamaica,ARG,JAM,W,36233195.0,2576567.0
545,1998,1,2,usa,iran,USA,IRN,L,275854000.0,63461421.0
546,1998,1,0,colombia,tunisia,COL,TUN,W,37944414.0,9677148.0
547,1998,2,1,romania,england,ROU,ENG,W,22507344.0,
548,1998,2,1,italy,austria,ITA,AUT,W,56906744.0,7976789.0
549,1998,1,1,chile,cameroon,CHL,CMR,D,14996742.0,14314599.0
550,1998,0,3,scotland,morocco,SCT,MAR,L,,27791825.0
551,1998,1,2,brazil,norway,BRA,NOR,L,171039804.0,4431464.0
552,1998,2,1,france,denmark,FRA,DNK,W,60192790.0,5304219.0
553,1998,2,2,south africa,saudi arabia,ZAF,SAU,D,45852166.0,20472580.0
554,1998,6,1,spain,bulgaria,ESP,BGR,W,40223509.0,8256786.0
555,1998,1,3,nigeria,paraguay,NGA,PRY,L,116690527.0,4923449.0
556,1998,1,1,belgium,korea republic,BEL,KOR,D,10203008.0,46286503.0
557,1998,2,2,netherlands,mexico,NLD,MEX,D,15707209.0,94767284.0
558,1998,2,0,germany,iran,DEU,IRN,W,82047195.0,63461421.0
559,1998,0,1,usa,yugoslavia,USA,YUG,L,275854000.0,
560,1998,1,2,japan,jamaica,JPN,JAM,L,126400000.0,2576567.0
561,1998,1,0,argentina,croatia,ARG,HRV,W,36233195.0,4532135.0
562,1998,1,1,romania,tunisia,ROU,TUN,D,22507344.0,9677148.0
563,1998,0,2,colombia,england,COL,ENG,L,37944414.0,
564,1998,1,0,italy,norway,ITA,NOR,W,56906744.0,4431464.0
565,1998,4,1,brazil,chile,BRA,CHL,W,171039804.0,14996742.0
566,1998,1,0,france,paraguay,FRA,PRY,W,60192790.0,4923449.0
567,1998,1,4,nigeria,denmark,NGA,DNK,L,116690527.0,5304219.0
568,1998,2,1,germany,mexico,DEU,MEX,W,82047195.0,94767284.0
569,1998,2,1,netherlands,yugoslavia,NLD,YUG,W,15707209.0,
570,1998,0,1,romania,croatia,ROU,HRV,L,22507344.0,4532135.0
571,1998,2,2,argentina,england,ARG,ENG,D,36233195.0,
572,1998,0,0,italy,france,ITA,FRA,D,56906744.0,60192790.0
573,1998,3,2,brazil,denmark,BRA,DNK,W,171039804.0,5304219.0
574,1998,2,1,netherlands,argentina,NLD,ARG,W,15707209.0,36233195.0
575,1998,0,3,germany,croatia,DEU,HRV,L,82047195.0,4532135.0
576,1998,1,1,brazil,netherlands,BRA,NLD,D,171039804.0,15707209.0
577,1998,2,1,france,croatia,FRA,HRV,W,60192790.0,4532135.0
578,1998,1,2,netherlands,croatia,NLD,HRV,L,15707209.0,4532135.0
579,1998,0,3,brazil,france,BRA,FRA,L,171039804.0,60192790.0
580,2002,0,1,france,senegal,FRA,SEN,L,61816234.0,10180950.0
581,2002,1,2,uruguay,denmark,URY,DNK,L,3306441.0,5375931.0
582,2002,1,1,"rn"">republic of ireland",cameroon,IRL,CMR,D,3931947.0,15914033.0
583,2002,8,0,germany,saudi arabia,DEU,SAU,W,82488495.0,22623415.0
584,2002,1,0,argentina,nigeria,ARG,NGA,W,37885028.0,129583026.0
585,2002,2,2,paraguay,south africa,PRY,ZAF,D,5286512.0,47661514.0
586,2002,1,1,england,sweden,ENG,SWE,D,,8924958.0
587,2002,3,1,spain,slovenia,ESP,SVN,W,41431558.0,1994530.0
588,2002,2,1,brazil,turkey,BRA,TUR,W,180476685.0,65988663.0
589,2002,2,0,italy,ecuador,ITA,ECU,W,57059007.0,13070609.0
590,2002,0,1,croatia,mexico,HRV,MEX,L,4302174.0,100917081.0
591,2002,0,2,china pr,costa rica,CHN,CRI,L,1280400000.0,4122623.0
592,2002,2,2,japan,belgium,JPN,BEL,D,127445000.0,10332785.0
593,2002,2,0,korea republic,poland,KOR,POL,W,47644736.0,38230364.0
594,2002,2,0,russia,tunisia,RUS,TUN,W,145306497.0,10094561.0
595,2002,3,2,usa,portugal,USA,PRT,W,287625193.0,10419631.0
596,2002,1,1,germany,"rn"">republic of ireland",DEU,IRL,D,82488495.0,3931947.0
597,2002,1,1,denmark,senegal,DNK,SEN,D,5375931.0,10180950.0
598,2002,1,0,cameroon,saudi arabia,CMR,SAU,W,15914033.0,22623415.0
599,2002,0,0,france,uruguay,FRA,URY,D,61816234.0,3306441.0
600,2002,2,1,sweden,nigeria,SWE,NGA,W,8924958.0,129583026.0
601,2002,0,1,argentina,england,ARG,ENG,L,37885028.0,
602,2002,3,1,spain,paraguay,ESP,PRY,W,41431558.0,5286512.0
603,2002,1,0,south africa,slovenia,ZAF,SVN,W,47661514.0,1994530.0
604,2002,4,0,brazil,china pr,BRA,CHN,W,180476685.0,1280400000.0
605,2002,1,2,italy,croatia,ITA,HRV,L,57059007.0,4302174.0
606,2002,1,1,costa rica,turkey,CRI,TUR,D,4122623.0,65988663.0
607,2002,1,0,japan,russia,JPN,RUS,W,127445000.0,145306497.0
608,2002,2,1,mexico,ecuador,MEX,ECU,W,100917081.0,13070609.0
609,2002,1,1,korea republic,usa,KOR,USA,D,47644736.0,287625193.0
610,2002,4,0,portugal,poland,PRT,POL,W,10419631.0,38230364.0
611,2002,1,1,tunisia,belgium,TUN,BEL,D,10094561.0,10332785.0
612,2002,2,0,denmark,france,DNK,FRA,W,5375931.0,61816234.0
613,2002,3,3,senegal,uruguay,SEN,URY,D,10180950.0,3306441.0
614,2002,0,3,saudi arabia,"rn"">republic of ireland",SAU,IRL,L,22623415.0,3931947.0
615,2002,0,2,cameroon,germany,CMR,DEU,L,15914033.0,82488495.0
616,2002,1,1,sweden,argentina,SWE,ARG,D,8924958.0,37885028.0
617,2002,0,0,nigeria,england,NGA,ENG,D,129583026.0,
618,2002,1,3,slovenia,paraguay,SVN,PRY,L,1994530.0,5286512.0
619,2002,2,3,south africa,spain,ZAF,ESP,L,47661514.0,41431558.0
620,2002,2,5,costa rica,brazil,CRI,BRA,L,4122623.0,180476685.0
621,2002,3,0,turkey,china pr,TUR,CHN,W,65988663.0,1280400000.0
622,2002,1,0,ecuador,croatia,ECU,HRV,W,13070609.0,4302174.0
623,2002,1,1,mexico,italy,MEX,ITA,D,100917081.0,57059007.0
624,2002,0,2,tunisia,japan,TUN,JPN,L,10094561.0,127445000.0
625,2002,0,1,portugal,korea republic,PRT,KOR,L,10419631.0,47644736.0
626,2002,3,1,poland,usa,POL,USA,W,38230364.0,287625193.0
627,2002,3,2,belgium,russia,BEL,RUS,W,10332785.0,145306497.0
628,2002,0,3,denmark,england,DNK,ENG,L,5375931.0,
629,2002,1,0,germany,paraguay,DEU,PRY,W,82488495.0,5286512.0
630,2002,1,1,spain,"rn"">republic of ireland",ESP,IRL,D,41431558.0,3931947.0
631,2002,1,2,sweden,senegal,SWE,SEN,L,8924958.0,10180950.0
632,2002,2,0,brazil,belgium,BRA,BEL,W,180476685.0,10332785.0
633,2002,0,2,mexico,usa,MEX,USA,L,100917081.0,287625193.0
634,2002,0,1,japan,turkey,JPN,TUR,L,127445000.0,65988663.0
635,2002,2,1,korea republic,italy,KOR,ITA,W,47644736.0,57059007.0
636,2002,1,2,england,brazil,ENG,BRA,L,,180476685.0
637,2002,1,0,germany,usa,DEU,USA,W,82488495.0,287625193.0
638,2002,0,1,senegal,turkey,SEN,TUR,L,10180950.0,65988663.0
639,2002,0,0,spain,korea republic,ESP,KOR,D,41431558.0,47644736.0
640,2002,1,0,germany,korea republic,DEU,KOR,W,82488495.0,47644736.0
641,2002,1,0,brazil,turkey,BRA,TUR,W,180476685.0,65988663.0
642,2002,2,3,korea republic,turkey,KOR,TUR,L,47644736.0,65988663.0
643,2002,0,2,germany,brazil,DEU,BRA,L,82488495.0,180476685.0
644,2006,4,2,germany,costa rica,DEU,CRI,W,82376451.0,4378172.0
645,2006,0,2,poland,ecuador,POL,ECU,L,38141267.0,14009061.0
646,2006,1,0,england,paraguay,ENG,PRY,W,,5534675.0
647,2006,0,0,"rn"">trinidad and tobago",sweden,TTO,SWE,D,1376919.0,9080505.0
648,2006,2,1,argentina,c�te d'ivoire,ARG,CIV,W,39476851.0,19394057.0
649,2006,0,1,"rn"">serbia and montenegro",netherlands,SCG,NLD,L,,16346101.0
650,2006,3,1,mexico,iran,MEX,IRN,W,106886790.0,71275760.0
651,2006,0,1,angola,portugal,AGO,PRT,L,20162340.0,10522288.0
652,2006,3,1,australia,japan,AUS,JPN,W,20450966.0,127854000.0
653,2006,0,3,usa,czech republic,USA,CZE,L,298379912.0,10238905.0
654,2006,2,0,italy,ghana,ITA,GHA,W,58143979.0,23098586.0
655,2006,2,1,korea republic,togo,KOR,TGO,W,48438292.0,5874240.0
656,2006,0,0,france,switzerland,FRA,CHE,D,63628261.0,7483934.0
657,2006,1,0,brazil,croatia,BRA,HRV,W,188820682.0,4311159.0
658,2006,4,0,spain,ukraine,ESP,UKR,W,44397319.0,46787786.0
659,2006,2,2,tunisia,saudi arabia,TUN,SAU,D,10483558.0,25382870.0
660,2006,1,0,germany,poland,DEU,POL,W,82376451.0,38141267.0
661,2006,3,0,ecuador,costa rica,ECU,CRI,W,14009061.0,4378172.0
662,2006,2,0,england,"rn"">trinidad and tobago",ENG,TTO,W,,1376919.0
663,2006,1,0,sweden,paraguay,SWE,PRY,W,9080505.0,5534675.0
664,2006,6,0,argentina,"rn"">serbia and montenegro",ARG,SCG,W,39476851.0,
665,2006,2,1,netherlands,c�te d'ivoire,NLD,CIV,W,16346101.0,19394057.0
666,2006,0,0,mexico,angola,MEX,AGO,D,106886790.0,20162340.0
667,2006,2,0,portugal,ir iran,PRT,IRN,W,10522288.0,71275760.0
668,2006,0,2,czech republic,ghana,CZE,GHA,L,10238905.0,23098586.0
669,2006,1,1,italy,usa,ITA,USA,D,58143979.0,298379912.0
670,2006,0,0,japan,croatia,JPN,HRV,D,127854000.0,4311159.0
671,2006,2,0,brazil,australia,BRA,AUS,W,188820682.0,20450966.0
672,2006,1,1,france,korea republic,FRA,KOR,D,63628261.0,48438292.0
673,2006,0,2,togo,switzerland,TGO,CHE,L,5874240.0,7483934.0
674,2006,0,4,saudi arabia,ukraine,SAU,UKR,L,25382870.0,46787786.0
675,2006,3,1,spain,tunisia,ESP,TUN,W,44397319.0,10483558.0
676,2006,0,3,ecuador,germany,ECU,DEU,L,14009061.0,82376451.0
677,2006,1,2,costa rica,poland,CRI,POL,L,4378172.0,38141267.0
678,2006,2,2,sweden,england,SWE,ENG,D,9080505.0,
679,2006,2,0,paraguay,"rn"">trinidad and tobago",PRY,TTO,W,5534675.0,1376919.0
680,2006,1,1,iran,angola,IRN,AGO,D,71275760.0,20162340.0
681,2006,2,1,portugal,mexico,PRT,MEX,W,10522288.0,106886790.0
682,2006,0,0,netherlands,argentina,NLD,ARG,D,16346101.0,39476851.0
683,2006,3,2,c�te d'ivoire,"rn"">serbia and montenegro",CIV,SCG,W,19394057.0,
684,2006,0,2,czech republic,italy,CZE,ITA,L,10238905.0,58143979.0
685,2006,2,1,ghana,usa,GHA,USA,W,23098586.0,298379912.0
686,2006,1,4,japan,brazil,JPN,BRA,L,127854000.0,188820682.0
687,2006,2,2,croatia,australia,HRV,AUS,D,4311159.0,20450966.0
688,2006,1,0,ukraine,tunisia,UKR,TUN,W,46787786.0,10483558.0
689,2006,0,1,saudi arabia,spain,SAU,ESP,L,25382870.0,44397319.0
690,2006,0,2,togo,france,TGO,FRA,L,5874240.0,63628261.0
691,2006,2,0,switzerland,korea republic,CHE,KOR,W,7483934.0,48438292.0
692,2006,2,0,germany,sweden,DEU,SWE,W,82376451.0,9080505.0
693,2006,2,1,argentina,mexico,ARG,MEX,W,39476851.0,106886790.0
694,2006,1,0,england,ecuador,ENG,ECU,W,,14009061.0
695,2006,1,0,portugal,netherlands,PRT,NLD,W,10522288.0,16346101.0
696,2006,1,0,italy,australia,ITA,AUS,W,58143979.0,20450966.0
697,2006,0,0,switzerland,ukraine,CHE,UKR,D,7483934.0,46787786.0
698,2006,3,0,brazil,ghana,BRA,GHA,W,188820682.0,23098586.0
699,2006,1,3,spain,france,ESP,FRA,L,44397319.0,63628261.0
700,2006,1,1,germany,argentina,DEU,ARG,D,82376451.0,39476851.0
701,2006,3,0,italy,ukraine,ITA,UKR,W,58143979.0,46787786.0
702,2006,0,0,england,portugal,ENG,PRT,D,,10522288.0
703,2006,0,1,brazil,france,BRA,FRA,L,188820682.0,63628261.0
704,2006,0,2,germany,italy,DEU,ITA,L,82376451.0,58143979.0
705,2006,0,1,portugal,france,PRT,FRA,L,10522288.0,63628261.0
706,2006,3,1,germany,portugal,DEU,PRT,W,82376451.0,10522288.0
707,2006,1,1,italy,france,ITA,FRA,D,58143979.0,63628261.0
708,2010,1,1,south africa,mexico,ZAF,MEX,D,51784921.0,112532401.0
709,2010,0,0,uruguay,france,URY,FRA,D,3352651.0,65030575.0
710,2010,2,0,korea republic,greece,KOR,GRC,W,49554112.0,11121341.0
711,2010,1,0,argentina,nigeria,ARG,NGA,W,40788453.0,160952853.0
712,2010,1,1,england,usa,ENG,USA,D,,309327143.0
713,2010,0,1,algeria,slovenia,DZA,SVN,L,35856344.0,2048583.0
714,2010,0,1,serbia,ghana,SRB,GHA,L,7291436.0,25574719.0
715,2010,4,0,germany,australia,DEU,AUS,W,81776930.0,22031750.0
716,2010,2,0,netherlands,denmark,NLD,DNK,W,16615394.0,5547683.0
717,2010,1,0,japan,cameroon,JPN,CMR,W,128070000.0,19878036.0
718,2010,1,1,italy,paraguay,ITA,PRY,D,59277417.0,5768613.0
719,2010,1,1,new zealand,slovakia,NZL,SVK,D,4350700.0,5391428.0
720,2010,0,0,c�te d'ivoire,portugal,CIV,PRT,D,21120042.0,10573100.0
721,2010,2,1,brazil,korea dpr,BRA,PRK,W,196353492.0,24686435.0
722,2010,0,1,honduras,chile,HND,CHL,L,8450933.0,17004162.0
723,2010,0,1,spain,switzerland,ESP,CHE,L,46576897.0,7824909.0
724,2010,0,3,south africa,uruguay,ZAF,URY,L,51784921.0,3352651.0
725,2010,4,1,argentina,korea republic,ARG,KOR,W,40788453.0,49554112.0
726,2010,2,1,greece,nigeria,GRC,NGA,W,11121341.0,160952853.0
727,2010,0,2,france,mexico,FRA,MEX,L,65030575.0,112532401.0
728,2010,0,1,germany,serbia,DEU,SRB,L,81776930.0,7291436.0
729,2010,2,2,slovenia,usa,SVN,USA,D,2048583.0,309327143.0
730,2010,0,0,england,algeria,ENG,DZA,D,,35856344.0
731,2010,1,0,netherlands,japan,NLD,JPN,W,16615394.0,128070000.0
732,2010,1,1,ghana,australia,GHA,AUS,D,25574719.0,22031750.0
733,2010,1,2,cameroon,denmark,CMR,DNK,L,19878036.0,5547683.0
734,2010,0,2,slovakia,paraguay,SVK,PRY,L,5391428.0,5768613.0
735,2010,1,1,italy,new zealand,ITA,NZL,D,59277417.0,4350700.0
736,2010,3,1,brazil,c�te d'ivoire,BRA,CIV,W,196353492.0,21120042.0
737,2010,7,0,portugal,korea dpr,PRT,PRK,W,10573100.0,24686435.0
738,2010,1,0,chile,switzerland,CHL,CHE,W,17004162.0,7824909.0
739,2010,2,0,spain,honduras,ESP,HND,W,46576897.0,8450933.0
740,2010,0,1,mexico,uruguay,MEX,URY,L,112532401.0,3352651.0
741,2010,1,2,france,south africa,FRA,ZAF,L,65030575.0,51784921.0
742,2010,2,2,nigeria,korea republic,NGA,KOR,D,160952853.0,49554112.0
743,2010,0,2,greece,argentina,GRC,ARG,L,11121341.0,40788453.0
744,2010,0,1,slovenia,england,SVN,ENG,L,2048583.0,
745,2010,1,0,usa,algeria,USA,DZA,W,309327143.0,35856344.0
746,2010,0,1,ghana,germany,GHA,DEU,L,25574719.0,81776930.0
747,2010,2,1,australia,serbia,AUS,SRB,W,22031750.0,7291436.0
748,2010,3,2,slovakia,italy,SVK,ITA,W,5391428.0,59277417.0
749,2010,0,0,paraguay,new zealand,PRY,NZL,D,5768613.0,4350700.0
750,2010,1,3,denmark,japan,DNK,JPN,L,5547683.0,128070000.0
751,2010,1,2,cameroon,netherlands,CMR,NLD,L,19878036.0,16615394.0
752,2010,0,0,portugal,brazil,PRT,BRA,D,10573100.0,196353492.0
753,2010,0,3,korea dpr,c�te d'ivoire,PRK,CIV,L,24686435.0,21120042.0
